state,type,portal,project_id,project_name,bid_due_date,document_url,file_name,file_size,spec_format,divisions,gcs_path,retrieved_date,status
Maine,Vertical,maine_vertical,3548,3548,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3548_Notice_to_Contractors_DVEM.pdf,3548_Notice_to_Contractors_DVEM.pdf,242244,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3548,3548,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3548_Bid_Tabulation_DVEM.pdf,3548_Bid_Tabulation_DVEM.pdf,127376,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3831,3831,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3831_Project_Manual.pdf,3831_Project_Manual.pdf,25680487,CSI,00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;21;22;23;26;27;28;31;32;33,gs://specindex-ai-raw-documents/specs/MAINE/3831/specbook_3831_Project_Manual.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3831,3831,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3831_Addendum_1_CMCC.pdf,3831_Addendum_1_CMCC.pdf,12332214,CSI,21;23;26;27,gs://specindex-ai-raw-documents/specs/MAINE/3831/addendum_3831_Addendum_1_CMCC.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3831,3831,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3831_Drawings_MCCS.pdf,3831_Drawings_MCCS.pdf,37607976,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3831,3831,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3831_Legal_Ad_MCCS.pdf,3831_Legal_Ad_MCCS.pdf,73965,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3831,3831,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3831_Notice_to_Contractors_MCCS.pdf,3831_Notice_to_Contractors_MCCS.pdf,123331,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3831,3831,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3831_Pre_Bid_Sign_In-Sheet.pdf,3831_Pre_Bid_Sign_In-Sheet.pdf,750311,unreadable,,,2026-08-07,unreadable format
Maine,Vertical,maine_vertical,3831,3831,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3831_Bid_Tabulation_CMCC%202026_0.pdf,3831_Bid_Tabulation_CMCC%202026_0.pdf,168156,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3845,3845,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3845_Project_Manual_DIFW.pdf,3845_Project_Manual_DIFW.pdf,2632837,CSI,00;01;23,gs://specindex-ai-raw-documents/specs/MAINE/3845/specbook_3845_Project_Manual_DIFW.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3845,3845,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3845_Addendum_1_DIFW_0.pdf,3845_Addendum_1_DIFW_0.pdf,579568,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3845,3845,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3845_Drawings_DIFW.pdf,3845_Drawings_DIFW.pdf,21562412,CSI,07,gs://specindex-ai-raw-documents/specs/MAINE/3845/drawings_3845_Drawings_DIFW.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3845,3845,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3845_Legal_Ad_DIFW.pdf,3845_Legal_Ad_DIFW.pdf,100475,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3845,3845,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3845_Notice%20_to_Contractors_DIFW.pdf,3845_Notice%20_to_Contractors_DIFW.pdf,334731,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3845,3845,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3845_Bid_Tabulation_Form.pdf,3845_Bid_Tabulation_Form.pdf,162323,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3809,3809,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3809_Project%20Manual_MCCS.pdf,3809_Project%20Manual_MCCS.pdf,8882846,CSI,00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;21;22;23;26;27;28;31;32,gs://specindex-ai-raw-documents/specs/MAINE/3809/specbook_3809_Project-20Manual_MCCS.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3809,3809,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3809_Addendum_1_SMCC_%231_Responses.pdf,3809_Addendum_1_SMCC_%231_Responses.pdf,1396150,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3809,3809,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3809_Addendum_2_SMCC.pdf,3809_Addendum_2_SMCC.pdf,2671880,CSI,01;13;23;26,gs://specindex-ai-raw-documents/specs/MAINE/3809/addendum_3809_Addendum_2_SMCC.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3809,3809,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3809_Addendum_3_SMCC.pdf,3809_Addendum_3_SMCC.pdf,453336,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3809,3809,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3809_Addendum_4_SMCC.pdf,3809_Addendum_4_SMCC.pdf,10358974,CSI,00;01;02;03;05;06;07;08;09;10;11;12;21;22;23;26;27;28;31;32;33,gs://specindex-ai-raw-documents/specs/MAINE/3809/addendum_3809_Addendum_4_SMCC.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3809,3809,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3809_Addendum_5_SMCC.pdf,3809_Addendum_5_SMCC.pdf,859935,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3809,3809,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3809_Addendum_6_SMCC.pdf,3809_Addendum_6_SMCC.pdf,441484,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3809,3809,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3809_Drawings_MCCS.pdf,3809_Drawings_MCCS.pdf,17653350,CSI,03;04;08;21;23;26;27,gs://specindex-ai-raw-documents/specs/MAINE/3809/drawings_3809_Drawings_MCCS.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3809,3809,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3809_Legal_Ad_MCCS.pdf,3809_Legal_Ad_MCCS.pdf,128756,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3809,3809,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3809_Notice_to_Contractors_MCCS.pdf,3809_Notice_to_Contractors_MCCS.pdf,134317,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3809,3809,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3809_Pre_Bid_Sign_in_sheet.pdf,3809_Pre_Bid_Sign_in_sheet.pdf,187671,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3809,3809,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3809_Bid_Tabulation_SMCC.pdf,3809_Bid_Tabulation_SMCC.pdf,150783,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3786,3786,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3786%20Project%20Manual%20KVCC.pdf,3786%20Project%20Manual%20KVCC.pdf,7124341,CSI,00;01;02;03;04;05;06;07;08;09;10;11;12;13;21;22;23;26,gs://specindex-ai-raw-documents/specs/MAINE/3786/specbook_3786-20Project-20Manual-20KVCC.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3786,3786,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3786%20Addendum%201%20KVCC_0.pdf,3786%20Addendum%201%20KVCC_0.pdf,3134760,CSI,01,gs://specindex-ai-raw-documents/specs/MAINE/3786/addendum_3786-20Addendum-201-20KVCC_0.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3786,3786,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3786%20Drawings%20KVCC.pdf,3786%20Drawings%20KVCC.pdf,5624560,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MAINE/3786/drawings_3786-20Drawings-20KVCC.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3786,3786,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3786%20Legal%20Ad%20MCCS%20KVCC.pdf,3786%20Legal%20Ad%20MCCS%20KVCC.pdf,102390,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3786,3786,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3786%20Notification%20to%20Contractors%20MCCS%20KVCC.pdf,3786%20Notification%20to%20Contractors%20MCCS%20KVCC.pdf,272095,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3786,3786,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3786_Bid_Tabulation_KVCC.pdf,3786_Bid_Tabulation_KVCC.pdf,156765,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3560,3560,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3560%20Project%20Manual.pdf,3560%20Project%20Manual.pdf,20833052,CSI,00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;21;22;23;24;26;31;32;33,gs://specindex-ai-raw-documents/specs/MAINE/3560/specbook_3560-20Project-20Manual.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3560,3560,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3560%20Addendum%201%20DAFS%20Rev..pdf,3560%20Addendum%201%20DAFS%20Rev..pdf,2951027,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3560,3560,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3560%20Drawings%20DAFS.pdf,3560%20Drawings%20DAFS.pdf,30240149,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3560,3560,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3560%20Legal%20Ad%20DAFS.pdf,3560%20Legal%20Ad%20DAFS.pdf,120776,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3560,3560,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3560%20Notice%20to%20Contractors%20DAFS.pdf,3560%20Notice%20to%20Contractors%20DAFS.pdf,276434,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3560,3560,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3560%20Bids%20Results%20DAFS_0.pdf,3560%20Bids%20Results%20DAFS_0.pdf,271922,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3779,3779,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3779%20Project%20Manual%20DACF_0.pdf,3779%20Project%20Manual%20DACF_0.pdf,5874145,CSI,00;01;02;03;04;05;06;07;08;09;21;31;32;33,gs://specindex-ai-raw-documents/specs/MAINE/3779/specbook_3779-20Project-20Manual-20DACF_0.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3779,3779,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3779%20Addendum%201%20DACF.pdf,3779%20Addendum%201%20DACF.pdf,1312066,CSI,01,gs://specindex-ai-raw-documents/specs/MAINE/3779/addendum_3779-20Addendum-201-20DACF.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3779,3779,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3779%20Addendum%201%20Assessment%20DACF.pdf,3779%20Addendum%201%20Assessment%20DACF.pdf,21032539,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3779,3779,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3779%20Addendum%202%20DACF.pdf,3779%20Addendum%202%20DACF.pdf,241186,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3779,3779,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3779%20Addendum%203%20DACF.pdf,3779%20Addendum%203%20DACF.pdf,567531,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3779,3779,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3779%20Addendum%203%20%20TFC%20DACF.pdf,3779%20Addendum%203%20%20TFC%20DACF.pdf,465043,CSI,,gs://specindex-ai-raw-documents/specs/MAINE/3779/addendum_3779-20Addendum-203-20-20TFC-20DACF.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3779,3779,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3779%20Drawings%20DACF.pdf,3779%20Drawings%20DACF.pdf,9514166,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3779,3779,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3779%20Legal%20Ad%20DACF.pdf,3779%20Legal%20Ad%20DACF.pdf,86339,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3779,3779,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3779%20Notice%20to%20Contractors%20DACF.pdf,3779%20Notice%20to%20Contractors%20DACF.pdf,259352,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3779,3779,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3779%20Bid%20Tabulation.pdf,3779%20Bid%20Tabulation.pdf,153103,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3674,3674,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3674%20Project%20Manual%20SMCC%20MCCS.pdf,3674%20Project%20Manual%20SMCC%20MCCS.pdf,3349414,CSI,00;01;02;03;04;05;06;07;08;09;10;11;12;21;22;23;24;26;27;28;29;31;32;33,gs://specindex-ai-raw-documents/specs/MAINE/3674/specbook_3674-20Project-20Manual-20SMCC-20MCCS.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3674,3674,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3674%20Addendum%201%202025-08.pdf,3674%20Addendum%201%202025-08.pdf,10386510,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3674,3674,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3674%20Legal%20Ad%20SMCC%20MCCS.pdf,3674%20Legal%20Ad%20SMCC%20MCCS.pdf,34276,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3674,3674,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3674%20Notice%20to%20Contractors%20SMCC%20MCCS.pdf,3674%20Notice%20to%20Contractors%20SMCC%20MCCS.pdf,33207,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3674,3674,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3674%20Drawing%20SMCC%20MCCS.pdf,3674%20Drawing%20SMCC%20MCCS.pdf,12527400,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3674,3674,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3674%20Bid%20Tabulation%20Form.pdf,3674%20Bid%20Tabulation%20Form.pdf,151626,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3852,3852,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3852%20Project%20Manual%20DACF.pdf,3852%20Project%20Manual%20DACF.pdf,1353622,CSI,00;01;02;03;07;08,gs://specindex-ai-raw-documents/specs/MAINE/3852/specbook_3852-20Project-20Manual-20DACF.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3852,3852,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3852%20Addendum%201%20DACF.pdf,3852%20Addendum%201%20DACF.pdf,13894144,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3852,3852,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3852%20Drawings%20DACF.pdf,3852%20Drawings%20DACF.pdf,2787839,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3852,3852,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3852%20Legal%20Ad%20MFS.pdf,3852%20Legal%20Ad%20MFS.pdf,81298,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3852,3852,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3852%20Notice%20to%20Contractors%20MFS.pdf,3852%20Notice%20to%20Contractors%20MFS.pdf,267289,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3852,3852,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3852%20Bid%20Results.pdf,3852%20Bid%20Results.pdf,208218,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3403,3403,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3403%20Project%20Manual%20DOE%20rebid.pdf,3403%20Project%20Manual%20DOE%20rebid.pdf,7964066,CSI,01,gs://specindex-ai-raw-documents/specs/MAINE/3403/specbook_3403-20Project-20Manual-20DOE-20rebid.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3403,3403,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3403%20Addendum%201%20DOE%20rebid.pdf,3403%20Addendum%201%20DOE%20rebid.pdf,1634492,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3403,3403,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3403%20Addendum%202%20Rebid%20Connor%202025-06-26%2010377.028_2.pdf,3403%20Addendum%202%20Rebid%20Connor%202025-06-26%2010377.028_2.pdf,525204,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3403,3403,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3403%20Drawings%20DOE%20Rebid.pdf,3403%20Drawings%20DOE%20Rebid.pdf,9019560,CSI,07,gs://specindex-ai-raw-documents/specs/MAINE/3403/drawings_3403-20Drawings-20DOE-20Rebid.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3403,3403,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3403%20Legal%20Ad%20DOE%20rebid.pdf,3403%20Legal%20Ad%20DOE%20rebid.pdf,531214,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3403,3403,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3403%20Notice%20to%20Contractors%20DOE%20rebid.pdf,3403%20Notice%20to%20Contractors%20DOE%20rebid.pdf,274471,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3403,3403,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3403%20Bid%20Tabulation%20Form.pdf,3403%20Bid%20Tabulation%20Form.pdf,171367,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,,Project,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/Project%20Manual%20Boothbay%20Sprinkler.pdf,Project%20Manual%20Boothbay%20Sprinkler.pdf,24933828,CSI,00;01;02;21;22,gs://specindex-ai-raw-documents/specs/MAINE/unknown/specbook_Project-20Manual-20Boothbay-20Sprinkler.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,,Project,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/Project%20Manual%20YHS%20Science%20Classroom.pdf,Project%20Manual%20YHS%20Science%20Classroom.pdf,5409684,CSI,00;01;02;03;06;07;08;09;10;11;12;21;22;23;24;26;27;28;31,gs://specindex-ai-raw-documents/specs/MAINE/unknown/specbook_Project-20Manual-20YHS-20Science-20Classroom.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3600,3600,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3600%20Project%20Manual%20IFW.pdf,3600%20Project%20Manual%20IFW.pdf,5295472,CSI,00;01,gs://specindex-ai-raw-documents/specs/MAINE/3600/specbook_3600-20Project-20Manual-20IFW.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3600,3600,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3600%20Addendum%201.pdf,3600%20Addendum%201.pdf,103424,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3600,3600,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3600%20Drawings%20IFW.pdf,3600%20Drawings%20IFW.pdf,1143142,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3600,3600,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3600%20Notice%20to%20Contractors%20IFW.pdf,3600%20Notice%20to%20Contractors%20IFW.pdf,267878,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3600,3600,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3600%20Bid%20Tabulation%20Form%20.pdf,3600%20Bid%20Tabulation%20Form%20.pdf,33879,,,,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3766,3766,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3766%20Drawings%20and%20Project%20Manual.pdf,3766%20Drawings%20and%20Project%20Manual.pdf,28452806,CSI,00;01;26;27;31;32,gs://specindex-ai-raw-documents/specs/MAINE/3766/drawings_3766-20Drawings-20and-20Project-20Manual.pdf,2026-08-07,downloaded
Maine,Vertical,maine_vertical,3766,3766,,https://www.maine.gov/dafs/bgs/sites/maine.gov.dafs.bgs/files/inline-files/3766%20Addendum%201%20IFW.pdf,3766%20Addendum%201%20IFW.pdf,191793,,,,2026-08-07,downloaded
