state,type,portal,project_id,project_name,bid_due_date,document_url,file_name,file_size,spec_format,divisions,gcs_path,retrieved_date,status
Illinois,DOT,illinois_dot,62J64,IDOT letting contract 001-62J64,,http://apps.dot.illinois.gov/eplan/desenv/073126/001-62J64/62J64-001.pdf,62J64-001.pdf,2613284,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ILLINOIS/62J64/proposal_62J64-001.pdf,2026-08-07,downloaded
Illinois,DOT,illinois_dot,62T84,IDOT letting contract 002-62T84,,http://apps.dot.illinois.gov/eplan/desenv/073126/002-62T84/62T84-002.pdf,62T84-002.pdf,15285308,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ILLINOIS/62T84/proposal_62T84-002.pdf,2026-08-07,downloaded
Illinois,DOT,illinois_dot,62V29,IDOT letting contract 003-62V29,,http://apps.dot.illinois.gov/eplan/desenv/073126/003-62V29/62V29-003.pdf,62V29-003.pdf,745721,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ILLINOIS/62V29/proposal_62V29-003.pdf,2026-08-07,downloaded
Illinois,DOT,illinois_dot,62V45,IDOT letting contract 004-62V45,,http://apps.dot.illinois.gov/eplan/desenv/073126/004-62V45/62V45-004.pdf,62V45-004.pdf,6675515,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ILLINOIS/62V45/proposal_62V45-004.pdf,2026-08-07,downloaded
Illinois,DOT,illinois_dot,62V46,IDOT letting contract 005-62V46,,http://apps.dot.illinois.gov/eplan/desenv/073126/005-62V46/62V46-005.pdf,62V46-005.pdf,864493,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ILLINOIS/62V46/proposal_62V46-005.pdf,2026-08-07,downloaded
Illinois,DOT,illinois_dot,62V64,IDOT letting contract 006-62V64,,http://apps.dot.illinois.gov/eplan/desenv/073126/006-62V64/62V64-006.pdf,62V64-006.pdf,742845,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ILLINOIS/62V64/proposal_62V64-006.pdf,2026-08-07,downloaded
Illinois,DOT,illinois_dot,62V79,IDOT letting contract 007-62V79,,http://apps.dot.illinois.gov/eplan/desenv/073126/007-62V79/62V79-007.pdf,62V79-007.pdf,754576,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ILLINOIS/62V79/proposal_62V79-007.pdf,2026-08-07,downloaded
Illinois,DOT,illinois_dot,62V80,IDOT letting contract 008-62V80,,http://apps.dot.illinois.gov/eplan/desenv/073126/008-62V80/62V80-008.pdf,62V80-008.pdf,951387,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ILLINOIS/62V80/proposal_62V80-008.pdf,2026-08-07,downloaded
Illinois,DOT,illinois_dot,62W20,IDOT letting contract 009-62W20,,http://apps.dot.illinois.gov/eplan/desenv/073126/009-62W20/62W20-009.pdf,62W20-009.pdf,9717774,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ILLINOIS/62W20/proposal_62W20-009.pdf,2026-08-07,downloaded
Illinois,DOT,illinois_dot,62X43,IDOT letting contract 010-62X43,,http://apps.dot.illinois.gov/eplan/desenv/073126/010-62X43/62X43-010.pdf,62X43-010.pdf,1740637,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ILLINOIS/62X43/proposal_62X43-010.pdf,2026-08-07,downloaded
